message,label
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",not_spam
Claim a coupon worth $100 before it disappears.,spam
"I'd say that's a good sign but, well, you know my track record at reading women",not_spam
Please claim your seat before the movie starts.,not_spam
Hi :)finally i completed the course:),not_spam
yes baby! I need to stretch open your pussy!,not_spam
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,not_spam
Will Ì_ b going to esplanade fr home?,not_spam
Reply YES for a chance to win cash.,spam
It only does simple arithmetic not percentages.,not_spam
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,spam
So what did the bank say about the money?,not_spam
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),spam
You bad girl. I can still remember them,not_spam
Not yet chikku..wat abt u?,not_spam
"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",spam
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam
Ok... Sweet dreams...,not_spam
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam
Limited-time offer: free smartphone for the first 100 replies.,spam
Then why you came to hostel.,not_spam
"* Was really good to see you the other day dudette, been missing you!",not_spam
Then mum's repent how?,not_spam
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",not_spam
Last reminder: redeem your bonus before it expires.,spam
Its ok my arm is feeling weak cuz i got a shot so we can go another time,not_spam
"Latest News! Police station toilet stolen, cops have nothing to go on!",spam
"G says you never answer your texts, confirm/deny",not_spam
You have been approved for immediate cash assistance.,spam
Confirm your bank details to receive a transfer.,spam
"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam
Could you send the survey results before noon?,not_spam
Receive a free tablet when you complete this survey.,spam
Its going good...no problem..but still need little experience to understand american customer voice...,not_spam
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,spam
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,spam
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,not_spam
URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,spam
Not to worry. I'm sure you'll get it.,not_spam
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam
I won a small prize at the department raffle.,not_spam
We are attempting to contact you about a financial matter.,spam
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",spam
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,not_spam
The delivery driver left your groceries by the door.,not_spam
Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,not_spam
"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",not_spam
You've been chosen to receive free concert tickets.,spam
Your account needs verification. Open this link immediately.,spam
The group project is due at midnight Friday.,not_spam
Your number was picked in today's lucky draw.,spam
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,spam
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,spam
The finance office confirmed my scholarship payment.,not_spam
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,spam
Notice: we could not deliver your parcel. Reschedule here.,spam
Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam
Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam
dont make ne plans for nxt wknd coz she wants us to come down then ok,not_spam
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",spam
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max,spam
But if she.s drinkin i'm ok.,not_spam
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam
"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam
The office sent a reminder about health insurance enrollment.,not_spam
No. She's currently in scotland for that.,not_spam
u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam
Quite late lar... Ard 12 anyway i wun b drivin...,not_spam
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",spam
There are limited seats left for tomorrow's workshop.,not_spam
Ill be at yours in about 3 mins but look out for me,not_spam
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,spam
URGENT: Claim your cash reward before midnight.,spam
Bring tat cd don forget,not_spam
At 7 we will go ok na.,not_spam
You have been randomly selected for a cash reward.,spam
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam
Free gift waiting for you. Tap to reveal it.,spam
Im just wondering what your doing right now?,not_spam
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",spam
As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam
Immediate action needed regarding your bank account.,spam
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",not_spam
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",spam
"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",spam
A mysterious relative left you an inheritance. Contact us.,spam
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam
I know you mood off today,not_spam
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam
Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,spam
Can you bring your notes to our meeting?,not_spam
S....s...india going to draw the series after many years in south african soil..,not_spam
Can come my room but cannot come my house cos my house still messy... Haha...,not_spam
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam
Yup... How Ì_ noe leh...,not_spam
HMM yeah if your not too grooved out! And im looking forward to my pound special :),not_spam
Adult 18 Content Your video will be with you shortly,spam
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",not_spam
"K will do, addie &amp; I are doing some art so I'll be here when you get home",not_spam
Haha i think i did too,not_spam
The student store has a sale on notebooks.,not_spam
Dad says hurry the hell up,not_spam
Ringtone Club: Gr8 new polys direct to your mobile every week !,spam
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,not_spam
\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,not_spam
You have a pending payment. Log in to receive it.,spam
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",spam
Or just do that 6times,not_spam
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,not_spam
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
Exclusive deal just for you: 90% off today only.,spam
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,spam
Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,spam
I am trying to reach you about our study group.,not_spam
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",spam
Don't forget to submit your timesheet today.,not_spam
2/2 146tf150p,spam
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",spam
FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
Ard 515 like dat. Y?,not_spam
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam
Wife.how she knew the time of murder exactly,not_spam
The concert tickets are on sale through the university site.,not_spam
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,not_spam
Exclusive reward waiting: confirm your information to receive it.,spam
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,spam
Verify now or lose access to your account.,spam
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,spam
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,spam
"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam
The team selected you to present our project.,not_spam
Sure! I am driving but will reach my destination soon.,not_spam
"Congratulations, you qualify for debt relief.",spam
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",not_spam
Exclusive invitation: claim your membership today.,spam
Please claim your jacket from the lost and found.,not_spam
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",spam
Click the Google Drive link for the lecture notes.,not_spam
